Time (ms),Cell 1,Cell 2,Cell 3,Cell 4,Cell 5,Cell 6,Cell 7,Cell 8,Cell 9,Cell 10,Cell 11,Cell 12
5926,-3.74167698,2.292709406,-14.19619861,3.088372405,-1.850884422,6.59198082,-8.302422792,-22.61241348,-21.86443305,7.162146235,1.331177152,-1.883742987
5928,-8.737364196,-9.702572366,-12.18960023,-23.90587623,5.153832407,-4.402229141,-4.296304048,-19.60639234,-32.85698804,8.168446084,-26.66381473,4.122895072
5930,-1.733051412,-1.697854139,-4.183001861,-8.900124863,1.158549236,-20.3964391,-4.290185305,-7.600371207,-23.84954303,-2.825254066,-10.65880662,6.129533132
5932,-3.728738628,22.30686409,3.823596512,-10.8943735,0.163266066,-3.390649063,-7.284066561,0.40564993,-27.84209802,-9.818954216,0.346201498,12.13617119
5934,-4.724425844,8.311582317,-11.16980512,2.111377868,-0.832017105,0.615140976,-8.277947818,-14.58832893,-20.83465301,6.187345633,11.35120961,8.14280925
5936,-22.72011306,-5.683699456,0.836793258,-15.88287077,-9.827300275,-21.37906899,-10.27182907,-13.5823078,-10.827208,-0.806354517,-5.643782272,-21.85055269
5938,-4.715800276,0.321018772,-6.15660837,8.1228806,-6.822583446,-25.37327895,-20.26571033,-5.576286659,-21.81976299,-10.80005467,-24.63877416,-6.843914631
5940,-18.71148749,-12.674263,10.84999,2.128631965,17.18213338,-14.36748891,-10.25959159,-15.57026552,-14.81231798,15.20624518,7.366233959,-2.837276572
5942,-8.707174708,-7.669544773,-6.143411624,0.134383331,4.186850213,-12.36169887,-7.253472844,-11.56424438,-24.80487297,-5.787454968,8.371242074,-6.830638512
5944,-15.70286192,12.33517345,0.863186749,-15.8598653,-4.808432957,-7.35590883,-6.247354101,-23.55822325,-20.79742796,-9.781155118,-14.62374981,0.175999547
5946,0.30145086,-6.660108318,0.869785121,12.14588606,-0.803716128,-8.350118791,-8.241235357,-14.55220211,-32.78998295,15.22514473,-4.618741695,1.182637607
5948,9.305763644,-7.655390091,10.87638349,-23.84836257,9.201000702,-7.344328752,-7.235116614,-33.54618097,-2.782537943,-2.768555419,-10.61373358,-5.810724334
5950,-3.689923573,6.349328137,-12.11701813,8.157388794,10.20571753,0.661461287,-10.22899787,-8.540159835,-20.77509293,3.237744431,-24.60872546,-3.804086275
5952,4.314389211,4.354046364,3.889580239,-4.83685984,3.21043436,-15.33274867,-14.22287913,-6.534138698,-13.76764792,-8.755955719,-0.60371735,1.202551785
5954,4.318701995,-6.641235408,-7.103821388,-3.831108474,7.21515119,10.67304136,-19.21676038,-16.52811756,-27.76020292,10.25034413,-30.59870923,0.209189844
5956,-15.67698522,-17.63651718,-2.097223015,-1.825357109,-9.780131981,-19.3211686,-19.21064164,-12.52209642,-15.75275791,5.25664398,-8.593701119,6.215827904
5958,-4.672672437,4.368201047,-1.090624642,-17.81960574,29.22458485,-7.315378558,-2.204522896,-0.516075287,-24.7453129,-8.73705617,-13.588693,-19.77753404
5960,5.331640347,7.372919275,1.91597373,-6.813854377,3.229301678,-10.30958852,5.801595847,-7.51005415,-37.73786789,-0.730756321,0.416315111,-10.77089598
5962,1.335953131,-0.622362498,-23.0774279,-24.80810301,-3.765981492,-1.30379848,-27.19228541,-23.50403301,-10.73042288,-16.72445647,-6.578676774,-16.76425792
5964,-2.659734085,-19.61764427,-15.07082952,-4.802351645,-2.761264663,-15.29800844,-7.186166666,-11.49801188,-19.72297787,8.281843379,-24.57366866,-1.757619859
5966,9.344578699,-5.612926043,-7.064231151,-19.79660028,16.24345217,16.7077816,-12.18004792,-5.491990738,-5.71553286,6.288143229,-8.568660543,-10.7509818
5968,3.348891483,-7.608207815,3.942367221,2.209151086,-1.751831004,-0.286428364,7.826070821,-29.4859696,-6.708087851,-1.705556922,-2.563652428,-6.74434374
5970,5.353204267,4.396510412,1.948965594,-8.785097548,9.252885826,-1.280638325,4.832189565,-8.479948464,-16.70064284,14.30074293,-11.55864431,3.262294319
5972,4.357517051,4.40122864,-13.04443603,1.220653818,-8.742397345,-7.274848286,-16.16169169,-9.473927326,-4.693197833,6.307042778,-0.553636197,5.268932379
5974,-4.638170165,-12.59405313,6.96216234,-3.773594817,3.262319484,-16.26905825,-15.15557295,-16.46790619,-23.68575282,-11.68665737,12.45137192,7.275570438
5976,4.366142619,-11.58933491,-0.031239288,-13.76784345,6.267036314,-4.263268208,-9.149454205,-22.46188505,-14.67830781,7.319642477,-4.543619967,-7.717791502
5978,5.370455403,-7.584616678,5.975359085,-6.762092085,17.27175314,-12.25747817,-12.14333546,-3.455863915,-5.670862805,-4.674057673,-4.538611852,8.288846557
5980,-4.625231813,-8.57989845,-12.01804254,3.243659281,-5.723530027,5.748311869,-20.13721672,1.550157222,-17.6634178,-9.667757824,-1.533603737,21.29548462
5982,-5.62091903,-16.57518022,-11.01144417,-11.75058935,-6.718813198,2.754101908,7.868902025,-28.44382164,-20.65597279,3.338542026,-20.52859562,5.302122676
5984,-0.616606246,-1.570461995,0.995154203,-0.744837988,3.285903632,-4.240108053,18.87502077,-19.4378005,-20.64852778,6.344841876,-8.523587506,7.308760735
5986,0.387706538,8.434256233,-4.998247424,-9.739086622,8.290620461,-3.234318014,-7.118860488,-4.431779366,-40.64108277,4.351141726,-15.51857939,-6.684601205
5988,14.39201932,-20.56102554,-4.991649051,-3.733335256,-1.704662709,-0.228527975,-27.11274174,-23.42575823,-1.633637759,14.35744158,7.486428724,-4.677963146
5990,-3.603667894,2.443692688,8.014949322,-4.72758389,1.30005412,12.77726206,-26.106623,-18.41973709,-23.62619275,9.363741425,-4.50856316,-17.67132509
5992,-2.59935511,-26.55158908,-14.97845231,-3.721832525,-11.69522905,-14.2169479,-13.10050426,-15.41371595,-40.61874774,-2.629958725,-25.50355505,-5.664687027
5994,-12.59504233,-8.546870857,-8.971853933,0.283918841,-1.690512221,3.788842141,-9.094385514,-16.40769482,-24.61130273,5.376341124,-19.49854693,-8.658048968
5996,4.409270458,9.45784737,-12.96525556,12.28967021,-8.685795392,13.79463218,-12.08826677,-21.40167368,-25.60385772,8.382640974,-5.493538815,-7.651410908
5998,-5.586416758,-8.537434402,-14.95865719,-15.70457843,8.318921438,0.800422219,-9.082148027,-7.395652543,-24.59641271,13.38894082,-28.4885307,-20.64477285
6000,12.41789603,-2.532716175,-13.95205881,-24.69882706,-13.67636173,-15.19378774,5.923970717,-18.38963141,-5.588967703,-17.60475933,-1.483522584,-1.63813479
6002,-2.57779119,-2.527997947,-1.945460442,19.3069243,12.3283551,-4.187997703,-4.06991054,-11.38361027,-35.58152269,-5.598459477,-16.47851447,-16.63149673
6004,-10.57347841,-7.52327972,-12.93886207,-1.68732433,-3.666928074,-27.18220766,1.936208204,-26.37758913,-5.574077685,1.407840373,14.52649365,-9.624858671
6006,2.430834378,-25.51856149,-6.932263697,-15.68157296,2.337788756,-9.176417625,-26.05767305,-21.37156799,-23.56663268,-9.585859777,-1.468498239,3.381779388
6008,-0.564852838,-18.51384326,1.074334676,-17.6758216,-2.657494415,14.82937241,-23.05155431,-5.365546857,-17.55918767,2.420440072,-0.463490123,3.388417448
6010,-7.560540054,-11.50912504,2.080933049,-0.670070233,-1.652777585,-13.16483755,-17.04543557,-16.35952572,-5.551742657,6.426739922,-9.458482008,-4.604944493
6012,-23.55622727,-24.50440681,-22.91246858,5.335681133,-12.64806076,-1.159047509,-21.03931682,-29.35350458,-30.54429765,11.43303977,-6.453473893,-2.598306433
6014,-9.551914487,-17.49968858,-16.90587021,-22.6585675,12.35665607,3.84674253,-29.03319808,-25.34748345,-10.53685264,-13.56066038,-21.44846578,8.408331626
6016,4.452398297,-8.494970354,2.100728167,-5.652816135,-8.638627097,-1.147467431,-10.02707934,-19.34146231,-40.52940763,-15.55436053,-27.44345766,4.414969685
6018,-13.54328892,11.50974787,-19.89267346,-12.64706477,10.36608973,0.858322608,9.979039408,-21.33544117,-32.52196262,2.451939321,-11.43844955,-8.578392255
6020,3.461023865,-15.4855339,4.113924913,-6.641313404,-6.629193438,-12.13588735,-32.01484185,-21.32942003,-19.51451761,5.458239171,-10.43344143,-7.571754196
6022,0.465336649,-27.48081567,-0.879476715,-5.635562038,15.37552339,-18.13009731,-9.008723105,-25.3233989,-28.5070726,0.46453902,-4.428433317,-18.56511614
6024,-1.530350567,-34.47609744,-15.87287834,4.370189328,-8.619759779,-11.12430728,-20.00260436,-23.31737776,-8.499627592,8.47083887,3.576574798,-15.55847808
6026,-2.526037783,-10.47137922,-3.866279969,-18.62405931,-14.61504295,-4.118517237,0.003514382,-19.31135662,-23.49218258,-2.52286128,-23.41841709,-8.551840018
6028,-2.521724999,-3.466660989,-17.8596816,-17.61830794,-12.61032612,6.887272802,-13.99036687,-12.30533548,-31.48473757,-0.516561431,-8.413408971,6.454798042
6030,9.482587785,-13.46194276,-4.853083224,-7.612556575,0.394390709,-12.10693716,-12.98424813,-19.29931435,-42.47729256,11.48973842,2.591599144,-24.5385639
6032,6.486900569,-4.457224534,-6.846484851,-9.606805209,10.39910754,-16.10114712,-17.97812939,-6.293293211,-40.46984756,1.496038269,-19.40339274,-5.531925839
6034,-16.50878665,-14.45250631,-2.839886478,-21.60105384,-18.59617563,3.904642919,-8.972010644,-31.28727207,-25.46240255,-6.497661882,2.601615375,3.47471222
6036,-1.504473863,4.552211921,-7.833288105,-4.595302478,0.408541198,-0.089567043,-2.965891901,-15.28125094,-12.45495754,2.508637968,-16.39337651,-20.51864972
6038,-4.500161079,-4.443069852,-26.82668973,-8.589551112,3.413258027,11.916223,-9.959773157,-36.2752298,-14.44751253,5.514937818,-8.388368395,-25.51201166
6040,-11.4958483,-6.438351624,4.17990864,-5.583799746,-7.582025144,-8.077986965,-14.95365441,-14.26920866,-19.44006752,1.521237668,-5.38336028,-4.505373602
6042,-11.49153551,-1.433633396,-24.81349299,-11.57804838,-4.577308314,-13.07219693,-3.94753567,-32.26318752,-24.43262251,-12.47246248,-19.37835216,-9.498735542
6044,2.512777273,-10.42891517,-26.80689461,-1.572297015,-16.57259148,-10.06640689,-13.94141693,-9.257166387,-14.4251775,12.53383737,-10.37334405,-1.492097483
6046,-18.48290994,-8.424196941,1.199703758,-2.566545649,5.432125345,1.939383152,-13.93529818,-12.25114525,-20.41773249,16.54013722,-18.36833593,2.514540576
6048,-15.47859716,-3.419478714,-17.79369787,1.439205717,-14.56315783,3.945173191,3.07082056,-22.24512411,-26.41028748,-18.45356293,-6.363327819,-28.47882136
6050,-10.47428438,5.585239514,-3.787099496,-3.555042917,-11.558441,1.950963229,-2.923060696,-31.23910298,-32.40284247,5.552736916,-49.3583197,-24.4721833
6052,-13.46997159,-19.41004226,3.219498877,-12.54929155,-14.55372417,-1.043246732,-21.91694195,-14.23308184,-20.39539746,-10.44096323,-8.353311588,-22.46554525
6054,-1.465658808,-4.405324031,3.226097249,-19.54354019,-13.54900734,-0.037456693,-16.91082321,-17.2270607,-23.38795245,9.565336615,-22.34830347,-12.45890719
6056,-4.461346024,-11.4006058,-3.767304378,-4.53778882,-15.54429051,-11.03166665,-15.90470447,-25.22103956,-28.38050744,14.57163647,-24.34329536,-5.452269127
6058,28.54296676,-4.395887576,-10.76070601,-30.53203745,1.460426322,-16.02587662,-14.89858572,-35.21501843,-36.37306244,11.57793631,-10.33828724,-24.44563107
6060,-3.452720456,-22.39116935,-21.75410763,-21.52628609,14.46514315,0.979913424,-9.892466979,-14.20899729,-26.36561743,-12.41576384,-26.33327913,-14.43899301
6062,-18.44840767,-13.38645112,7.25249074,-1.520534723,3.46985998,-3.014296537,-5.886348236,-7.202976153,-18.35817242,8.590536014,-23.32827101,-13.43235495
6064,-4.444094888,-15.38173289,-5.740910887,-17.51478336,-14.52542319,-18.0085065,-30.88022949,-42.19695502,-15.35072741,-2.403164136,-17.3232629,-19.42571689
6066,6.560217896,3.622985334,-8.734312514,7.490968009,15.47929364,9.99728354,-18.87411075,-18.19093388,-25.3432824,20.60313571,-17.31825478,-13.41907883
6068,-0.43546932,-15.37229644,-11.72771414,-4.503280625,18.48401047,10.00307358,-1.867992005,-41.18491274,-18.33583739,5.609435563,12.68675333,-16.41244077
6070,-23.43115654,-14.36757821,1.278884231,-14.49752926,-9.511272702,13.00886362,-14.86187326,-35.1788916,-6.32839238,-8.384264587,-24.30823855,-7.405802711
6072,-3.426843752,14.63714002,-4.714517396,-21.49177789,2.493444128,-9.985346343,-18.85575452,-23.17287047,-17.32094737,-26.37796474,-3.303230436,-24.39916465
6074,-18.42253097,-25.35814176,-10.70791902,-16.48602653,19.49816096,-8.979556304,-20.84963577,-22.16684933,-16.31350236,-4.371664888,1.701777679,-0.392526592
6076,0.581781816,-11.35342353,-23.70132065,-7.480275162,2.502877787,-3.973766266,-20.84351703,-19.16082819,-28.30605735,-3.365365038,-13.29321421,-14.38588853
6078,-4.413905401,-8.348705301,-15.69472228,-8.474523797,-8.492405384,-6.967976227,-14.83739829,-28.15480706,-21.29861234,-16.35906519,-10.28820609,-7.379250473
6080,2.590407383,6.656012927,-13.68812391,4.531227569,-19.48768855,-22.96218619,-30.83127954,-3.148785918,-32.29116733,-8.352765338,-16.28319798,-2.372612414
6082,20.59472017,-9.339268846,-10.68152553,-21.46302107,0.517028275,-2.956396149,-14.8251608,-30.14276478,-6.283722325,-23.34646549,-12.27818986,-14.36597435
6084,-0.400967049,-5.334550618,-8.67492716,-4.457269699,10.5217451,9.04939389,-22.81904206,-31.13674364,-29.27627732,-9.340165639,-3.273181745,-16.3593363
6086,-18.39665426,-13.32983239,-10.66832879,-3.451518334,2.526461934,-11.94481607,8.187076686,-13.13072251,-18.26883231,5.666134211,-14.26817363,-10.35269824
6088,2.607658519,-29.32511416,2.338269586,-4.445766968,21.53117876,-7.939026032,-26.80680457,-33.12470137,-20.2613873,8.67243406,-13.26316551,-1.346060176
6090,-15.3880287,-37.32039594,-15.65513204,-12.4400156,-3.464104407,-8.933235994,-20.80068583,-29.11868023,-35.25394229,-23.32126609,-23.2581574,-0.339422117
6092,-5.383715913,-28.31567771,-2.648533669,-0.434264236,-22.45938758,-26.92744595,-17.79456708,-0.112659095,-16.24649728,-7.31496624,-9.253149284,-28.33278406
6094,-15.37940313,-11.31095948,-4.641935296,-16.42851287,-11.45467075,-0.921655916,1.21155166,-12.10663796,-11.23905227,13.69133361,8.751858832,4.673854002
6096,13.62490965,-21.30624125,-18.63533692,-0.422761505,-2.449953919,-13.91586588,-18.7823296,-25.10061682,-23.23160726,18.69763346,-22.24313305,-18.31950794
6098,-4.370777561,-3.301523025,-20.62873855,-14.41701014,-10.44523709,-0.910075838,10.22378915,-19.09459568,-15.22416225,-1.296066691,0.761875062,-37.31286988
6100,-11.36646478,-24.2968048,-5.622140178,-22.41125877,9.55947974,-3.904285799,-23.77009211,-36.08857455,-17.21671724,29.71023316,4.766883177,-14.30623182
6102,-21.36215199,0.70791343,-10.6155418,-8.405507407,-0.435803431,-15.89849576,-4.763973366,-15.08255341,-11.20927223,0.716533008,-5.228108708,-0.299593761
6104,-1.357839209,-23.28736834,-20.60894343,-21.39975604,-5.431086601,-1.892705722,-4.757854623,-7.076532272,-30.20182722,-5.277167142,-4.223100592,-11.2929557
6106,-22.35352643,-32.28265012,9.397654941,-16.39400468,-1.426369772,6.113084317,-34.75173588,-20.07051113,6.805617786,-13.27086729,-19.21809248,-22.28631764
6108,4.650786359,-16.27793189,-23.59574669,-5.38825331,0.578347058,-18.88112564,-17.74561714,-29.06449,-24.1869372,-2.264567443,-20.21308436,-24.27967958
6110,-10.34490086,-13.27321366,-14.58914831,-15.38250194,3.583063887,-0.875335605,-27.73949839,-25.05846886,-28.1794922,-6.258267593,-17.20807625,-13.27304152
6112,-18.34058807,-9.268495433,-29.58254994,-16.37675058,-7.412219283,-9.869545566,-5.733379649,-15.05244772,-9.172047186,5.748032257,-13.20306813,-7.266403464
6114,-8.33627529,1.736222795,-9.575951569,-19.37099921,-2.407502454,-20.86375553,-15.72726091,-20.04642659,-27.16460218,-16.24566789,-8.198060016,-22.2597654
6116,-26.33196251,-15.25905898,-5.569353196,-40.36524785,-25.40278562,-7.857965488,-10.72114216,-36.04040545,-34.15715717,-14.23936804,-13.1930519,-18.25312734
6118,-8.327649722,-19.25434075,-14.56275482,-15.35949648,11.60193121,-22.85217545,-19.71502342,-23.03438431,-16.14971216,1.766931806,-14.18804379,1.753510715
6120,-1.323336938,-5.249622522,4.44384355,-13.35374512,10.60664803,-15.84638541,-19.70890467,-28.02836317,-7.142267149,-0.226768344,-16.18303567,-19.23985123
6122,-24.31902415,-32.24490429,-25.54955808,-13.34799375,-6.388635136,-9.840595372,-23.70278593,-18.02234204,-6.13482214,-2.220468495,-23.17802756,-23.23321317
6124,-8.31471137,-27.24018607,-7.542959705,-5.342242384,4.616081693,-8.834805333,-2.696667188,-11.0163209,-30.12737713,-17.21416865,-3.17301944,-28.22657511
6126,-10.31039859,-10.23546784,-25.53636133,-3.336491018,-6.379201477,-11.82901529,-10.69054844,-20.01029976,-27.11993212,0.792131205,-8.168011325,-20.21993705
6128,-14.3060858,-22.23074961,-22.52976296,2.669260348,-6.374484648,0.176774745,-19.6844297,-40.00427863,-23.11248711,-12.20156895,-13.16300321,-26.21329899
6130,-1.301773018,-18.22603138,0.476835413,-1.324988287,-3.369767818,2.182564784,-6.678310958,-10.99825749,0.894957897,12.8047309,-16.15799509,-14.20666093
6132,-15.29746023,-8.221313157,-18.51656621,3.680763079,4.634949011,2.188354822,-8.672192214,-21.99223635,-23.09759709,3.811030754,-27.15298698,-27.20002287
6134,-14.29314745,-23.21659493,-23.50996784,-11.31348556,-11.36033416,7.194144861,-26.66607347,-6.986215214,-15.09015208,17.8173306,-15.14797886,-28.19338481
6136,-17.28883467,-25.2118767,-24.50336947,2.692265811,1.64438267,-19.8000651,10.34004527,-39.98019408,-13.08270708,-8.176369547,-20.14297075,1.813253249
6138,-11.28452188,-16.20715847,-24.4967711,-11.30198282,-7.3509005,-5.794275061,-20.65383598,-30.97417294,-49.07526207,6.829930303,7.862037367,-14.18010869
6140,-23.2802091,-12.20244025,-18.49017272,-17.29623146,-17.34618367,-13.78848502,-4.64771724,-30.9681518,-25.06781706,7.836230153,-15.13295452,-28.17347063
6142,-11.27589631,-18.19772202,-13.48357435,-26.29048009,3.658533159,0.217305017,-18.6415985,-20.96213066,-31.06037205,-2.157469998,-15.1279464,-41.16683257
6144,-14.27158353,-16.19300379,-7.476975977,-16.28472873,-14.33675001,-3.776904944,-19.63547975,-23.95610953,1.947072962,1.848829852,-8.122938288,-23.16019451
6146,-15.26727075,-33.18828556,-8.470377605,-9.278977361,-5.332033183,7.228885094,-20.62936101,-31.95008839,-22.04548203,0.855129702,-9.117930173,-2.153556454
6148,-9.262957963,-18.18356734,-11.46377923,-11.27322599,-16.32731635,-9.765324867,-32.62324227,-10.94406725,-22.03803702,12.86142955,-15.11292206,-10.14691839
6150,-19.25864518,-22.17884911,-11.45718086,-4.267474629,7.677400476,-20.75953483,-12.61712352,-18.93804612,-24.03059201,-22.1322706,-14.10791394,-24.14028034
6152,-4.254332395,-16.17413088,-29.45058249,-1.261723263,1.682117306,-31.75374479,-11.61100478,-15.93202498,-13.023147,-7.125970749,-3.102905827,-23.13364228
6154,-12.25001961,-27.16941265,-30.44398411,-0.255971897,-21.31316586,-4.74795475,-19.60488604,-33.92600384,-32.01570199,17.8803291,-4.097897712,-35.12700422
6156,-0.245706827,-31.16469443,-22.43738574,-11.25022053,-5.308449035,-23.74216471,-8.598767292,-17.9199827,-28.00825698,4.88662895,-14.0928896,-1.120366157
6158,-13.24139404,-17.1599762,2.569212632,-23.24446917,-2.303732206,-15.73637467,-14.59264855,0.086038433,-13.00081197,-10.1070712,-24.08788148,-18.1137281
6160,-6.237081259,-6.155257972,-3.424188995,-6.2387178,-1.299015376,-16.73058463,-9.586529805,-10.90794043,-34.99336696,6.89922865,-16.08287337,-12.10709004
6162,-9.232768475,-22.15053974,-25.41759062,-0.232966434,-0.294298547,-20.72479459,-43.58041106,-25.90191929,-21.98592196,3.905528499,3.922134749,-2.100451979
6164,-34.22845569,-26.14582152,-9.41099225,0.772784931,-18.28958172,-21.71900456,-28.57429232,-15.89589816,-19.97847695,-12.08817165,1.927142865,-7.093813919
6166,-9.224142907,-29.14110329,-13.40439388,-10.2214637,3.715135112,1.286785483,-30.56817357,-26.88987702,-9.971031937,14.9181282,-7.06784902,-9.08717586
6168,2.780169877,0.863614938,-11.3977955,17.78428766,-1.280148059,-19.70742448,-23.56205483,1.116144119,-16.96358693,10.92442805,-11.06284091,-31.0805378
6170,-6.215517339,-6.131666834,-7.391197132,-14.20996097,3.724568771,-2.701634439,3.444063912,-25.87783474,-12.95614192,-4.069272102,-9.05783279,-21.07389974
6172,-10.21120456,-12.12694861,-12.38459876,-1.204209606,9.7292856,-0.695844401,-24.54981734,-21.87181361,-1.948696909,11.93702775,-24.05282467,-27.06726168
6174,-2.206891772,4.877769621,-1.378000386,-5.19845824,-8.26599757,-3.690054362,-9.543698601,-27.86579247,-26.9412519,-19.0566724,-10.04781656,-13.06062362
6176,-1.202578988,1.882487849,-7.371402014,-4.192706874,-17.26128074,-6.684264323,-16.53757986,-24.85977133,-14.93380689,2.949627447,-0.042808444,-10.05398556
6178,-22.1982662,-14.11279392,-6.364803641,-28.18695551,-8.256563911,-9.678474284,-37.53146111,-39.8537502,-10.92636188,-3.044072703,-7.037800329,-7.047347504
6180,-15.19395342,-28.1080757,-13.35820527,-7.181204142,-23.25184708,-10.67268425,-26.52534237,-34.84772906,-38.91891687,-0.037772853,-6.032792214,-29.04070944
6182,-19.18964064,-7.103357469,-44.3516069,-12.17545278,-9.247130252,-11.66689421,-9.519223627,-24.84170792,-18.91147186,2.968526996,-5.027784098,-10.03407138
6184,-6.185327852,-6.098639241,-12.34500852,-5.169701411,-17.24241342,-20.66110417,-30.51310488,-20.83568678,-41.90402685,11.97482685,-12.02277598,-18.02743333
6186,-12.18101507,-21.09392101,-5.33841015,-4.163950045,-4.237696593,5.344685871,-20.50698614,-17.82966565,-6.896581844,3.981126696,-20.01776787,-35.02079527
6188,-8.176702284,-23.08920279,-16.33181178,-16.15819868,-11.23297976,-30.64952409,-27.5008674,-28.82364451,-35.88913683,-7.012573455,-31.01275975,-24.01415721
6190,-10.1723895,-33.08448456,-26.3252134,-26.15244731,-11.22826293,-3.643734051,-20.49474865,-13.81762337,-14.88169183,-11.0062736,-28.00775164,-18.00751915
6192,-6.168076716,-2.079766331,-22.31861503,-2.146695948,-9.223546105,-2.637944012,-8.48862991,-26.81160224,-23.87424682,-17.99997376,1.997256478,-22.00088109
6194,10.83623607,-20.0750481,-16.31201666,-24.14094458,-12.21882928,-12.63215397,-22.48251117,-33.8055811,-29.86680181,-5.993673905,-21.99773541,-34.99424303
6196,-22.15945115,-36.07032988,-18.30541829,-13.13519322,-4.214112446,-5.626363934,-15.47639242,-32.79955996,-30.8593568,-3.987374056,-5.992727292,-30.98760497
6198,-15.15513836,-7.065611648,9.701180087,-3.129441851,0.790604383,-28.6205739,-36.47027368,-29.79353882,-5.851911789,-9.981074206,-29.98771918,-14.98096691
6200,21.84917442,-23.06089342,-0.292221541,-22.12369048,-1.204678787,-0.614783857,-14.46415494,-19.78751769,-15.84446678,13.02522564,-6.982711061,-28.97432885
6202,-12.1465128,-33.05617519,-22.28562317,-6.117939119,-6.199961958,-18.60899382,-21.45803619,-27.78149655,-34.83702177,4.031525493,-19.97770295,-17.96769079
6204,-18.14220001,-10.05145697,-6.279024795,-9.112187753,3.804754872,-14.60320378,-34.45191745,-36.77547541,-24.82957676,-19.96217466,-29.97269483,-3.961052731
6206,-11.13788723,-16.04673874,-10.27242642,-11.10643639,9.809471701,-27.59741374,-18.44579871,-26.76945427,-20.82213175,3.044125193,-12.96768672,-27.95441467
6208,-1.133574445,-13.04202051,-14.26582805,-6.100685022,-6.185811469,-10.5916237,-12.43967996,-29.76343314,-10.81468674,-2.949574958,-18.9626786,-22.94777661
6210,1.870738339,-3.037302283,-8.259229677,-6.094933656,9.81890536,-14.58583366,-12.43356122,-17.757412,-29.80724173,11.05672489,-27.95767049,-31.94113855
6212,-22.12494888,-0.032584056,-19.2526313,-14.08918229,-0.176377811,-17.58004362,-21.42744248,-9.751390863,-34.79979672,20.06302474,2.04733763,-17.93450049
6214,-34.12063609,-20.02786583,-3.246032931,-5.083430924,-12.17166098,8.425746415,-19.42132373,-12.74536973,-16.79235171,-6.930675408,-12.94765425,-24.92786243
6216,-5.116323309,-19.0231476,-12.23943456,-22.07767956,-11.16694415,-7.568463546,-8.415204988,-24.73934859,-12.78490671,4.075624441,-21.94264614,-35.92122438
6218,-14.11201052,-12.01842937,-7.232836186,-6.071928193,-2.162227322,-10.56267351,-19.40908624,-27.73332745,-27.7774617,0.081924291,-11.93763802,-26.91458632
6220,-0.107697741,-16.01371115,-27.22623781,-9.066176827,-8.157510493,-6.556883468,-18.4029675,-31.72730631,-31.77001669,-10.91177586,2.067370091,-37.90794826
6222,7.896615043,-11.00899292,-28.21963944,-15.06042546,-16.15279366,-11.55109343,-34.39684876,-24.72128518,-20.76257168,-12.90547601,-24.92762179,-22.9013102
6224,0.900927827,-19.00427469,-30.21304107,-8.054674096,-12.14807683,-6.54530339,-27.39073001,-23.71526404,-20.75512667,-0.89917616,-22.92261368,-2.894672138
6226,0.905240611,-39.99955646,-12.2064427,-25.04892273,1.856639996,-16.53951335,-27.38461127,-4.709242903,-19.74768166,8.10712369,-19.91760556,-17.88803408
6228,-3.090446605,-38.99483824,-24.19984432,-9.043171364,-13.13864317,-7.533723313,-17.37849253,-17.70322177,-25.74023665,3.113423539,-17.91259745,-28.88139602
6230,16.91386618,-1.990120008,-15.19324595,-9.037419998,-19.13392635,-27.52793327,-13.37237378,-30.69720063,-22.73279164,-7.880276611,-17.90758933,-47.87475796
6232,-2.081821037,-2.98540178,-21.18664758,-13.03166863,0.870790484,-9.522143235,-27.36625504,-29.69117949,-23.72534663,-1.873976761,-8.902581218,-35.8681199
6234,-7.077508253,-17.98068355,1.819950796,-38.02591727,-7.124492687,-11.5163532,-29.3601363,-20.68515835,-26.71790162,4.132323089,-16.8975731,-28.86148184
6236,-15.07319547,-2.975965325,-36.17345083,-14.0201659,-8.119775857,3.489436843,-23.35401755,-13.67913722,-19.71045661,6.138622938,-20.89256499,-35.85484378
6238,-4.068882686,-19.9712471,-7.166852459,1.985585465,-8.115059028,-14.50477312,-18.34789881,-8.67311608,-9.703011604,9.144922788,-10.88755687,-11.84820572
6240,-5.064569902,-24.96652887,-21.16025409,-5.008663169,5.889657802,-16.49898308,-16.34178007,-24.66709494,-2.695566595,-1.848777362,-28.88254876,-24.84156766
6242,-0.060257118,-13.96181064,-15.15365571,-22.0029118,6.894374631,-16.49319304,-12.33566132,-26.66107381,-10.68812159,-20.84247751,9.122459358,-23.8349296
6244,-9.055944334,-13.95709242,-48.14705734,-14.99716044,0.899091461,-10.487403,-20.32954258,-30.65505267,-12.68067658,-6.836177663,-17.87253253,-3.828291544
6246,-3.05163155,1.047625812,2.859541032,-11.99140907,-10.09619171,-6.481612963,-15.32342384,-26.64903153,-4.673231567,-5.829877813,-20.86752441,-12.82165348
6248,3.952681234,-19.94765596,-16.13386059,-18.98565771,4.90852512,-7.475822924,-4.317305093,-1.643010394,5.334213442,-16.82357796,-32.8625163,-30.81501542
6250,-0.043005982,-26.94293773,-11.12726222,-25.97990634,0.913241949,-7.470032885,-10.31118635,-36.63698926,-17.65834155,8.182721886,-22.85750818,-31.80837737
6252,-18.0386932,-22.9382195,-11.12066385,-16.97415497,13.91795878,-14.46424285,-13.30506761,-39.63096812,-31.65089654,1.189021736,-11.85250007,-14.80173931
