DataTable:,Function DataTable for [Raw Ci on CYm API F(t)],,,,,,
Date:, November 21 2024 13:23:20,,,,,,
Description:,Table of function data for [Raw Ci on CYm API F(t)],,,,,,
,,,,,,,
,,,,,,,
Legend:, Type, Name, Description, Units, Is Default Visible, Is Id Column, Is Editable
,,,,,,,
integer,id,ID of each record,,,,,
double,Cell ID: 106 (X): T (msec),(X): Cell ID: 106 Time (msec),,TRUE,FALSE,FALSE,
double,Cell ID: 106 (Y),Raw Ci on CYm API F(t) for Cell ID: 106 (Y),,TRUE,FALSE,FALSE,
double,Cell ID: 115 (X): T (msec),(X): Cell ID: 115 Time (msec),,TRUE,FALSE,FALSE,
double,Cell ID: 115 (Y),Raw Ci on CYm API F(t) for Cell ID: 115 (Y),,TRUE,FALSE,FALSE,
double,Cell ID: 117 (X): T (msec),(X): Cell ID: 117 Time (msec),,TRUE,FALSE,FALSE,
double,Cell ID: 117 (Y),Raw Ci on CYm API F(t) for Cell ID: 117 (Y),,TRUE,FALSE,FALSE,
,,,,,,,
,,,,,,,
id,Cell ID: 106 (X): T (msec),Cell ID: 106 (Y),Cell ID: 115 (X): T (msec),Cell ID: 115 (Y),Cell ID: 117 (X): T (msec),Cell ID: 117 (Y),
1411,14114.1,131.3371094,14114.1,125.3097215,14114.1,126.9311741,
1412,14124.11,131.3230469,14124.11,125.3888617,14124.11,126.5546559,
1413,14134.12,131.1601563,14134.12,125.4152418,14134.12,126.6963563,
1414,14144.13,131.1052734,14144.13,125.2244748,14144.13,126.9838057,
1415,14154.14,131.3736328,14154.14,125.6450904,14154.14,126.1214575,
1416,14164.15,131.2314453,14164.15,125.468002,14164.15,126.1659919,
1417,14174.16,131.6558594,14174.16,125.8556424,14174.16,126.534413,
1418,14184.17,131.7628906,14184.17,125.7291158,14184.17,125.9716599,
1419,14194.18,132.0734375,14194.18,125.7447484,14194.18,126.8178138,
1420,14204.19,132.1757813,14204.19,125.6871031,14204.19,126.1538462,
1421,14214.2,132.0398438,14214.2,125.5764533,14214.2,126.4817814,
1422,14224.21,132.4257813,14224.21,125.7305813,14224.21,126.4331984,
1423,14234.22,132.2320313,14234.22,125.8358574,14234.22,125.805668,
1424,14244.23,132.0636719,14244.23,125.9902296,14244.23,127.0809717,
1425,14254.24,131.8740234,14254.24,125.556424,14254.24,126.611336,
1426,14264.25,131.9671875,14264.25,125.5889106,14264.25,127.0647773,
1427,14274.26,131.8333984,14274.26,125.5471422,14274.26,126.6842105,
1428,14284.27,131.9480469,14284.27,125.8028823,14284.27,126.757085,
1429,14294.28,131.8041016,14294.28,125.6509526,14294.28,127.902834,
1430,14304.29,131.8902344,14304.29,126.6023449,14304.29,126.5020243,
1431,14314.3,132.3601563,14314.3,127.031998,14314.3,127.3279352,
1432,14324.31,131.9455078,14324.31,126.8067904,14324.31,126.3036437,
1433,14334.32,132.3201172,14334.32,127.0701026,14334.32,127.1578947,
1434,14344.33,132.1458984,14344.33,126.77064,14344.33,126.8259109,
1435,14354.34,132.5978516,14354.34,126.8539326,14354.34,126.6923077,
1436,14364.35,132.8378906,14364.35,127.3512457,14364.35,127.8218623,
1437,14374.36,133.134375,14374.36,127.5913532,14374.36,125.9595142,
1438,14384.37,133.7375,14384.37,127.7638007,14384.37,127.3603239,
1439,14394.38,133.3833984,14394.38,127.6494871,14394.38,126.7813765,
1440,14404.39,133.5648438,14404.39,127.6343429,14404.39,126.8704453,
1441,14414.4,133.3660156,14414.4,128.0515388,14414.4,126.5506073,
1442,14424.41,133.5257813,14424.41,127.679531,14424.41,127.0283401,
1443,14434.42,133.3589844,14434.42,127.3839766,14434.42,127.7165992,
1444,14444.43,133.7664063,14444.43,127.888129,14444.43,127.1376518,
1445,14454.44,134.2998047,14454.44,127.7992184,14454.44,127.4089069,
1446,14464.45,134.4744141,14464.45,128.4482169,14464.45,129.0809717,
1447,14474.46,135.2533203,14474.46,129.5571568,14474.46,128.7894737,
1448,14484.47,136.3560547,14484.47,130.7423058,14484.47,130.3643725,
1449,14494.48,140.634375,14494.48,134.3041036,14494.48,131.8299595,
1450,14504.49,145.2027344,14504.49,138.4848559,14504.49,137.5222672,
1451,14514.5,147.4486328,14514.5,139.8969223,14514.5,138.8502024,
1452,14524.51,148.5433594,14524.51,140.4169516,14524.51,138.5910931,
1453,14534.52,149.2121094,14534.52,140.7918906,14534.52,140.7489879,
1454,14544.53,149.5828125,14544.53,140.6089399,14544.53,140.3360324,
1455,14554.54,149.7302734,14554.54,140.7188569,14554.54,139.6761134,
1456,14564.55,149.9505859,14564.55,140.5385931,14564.55,139.5668016,
1457,14574.56,150.1765625,14574.56,140.7386419,14574.56,139.9797571,
1458,14584.57,150.7910156,14584.57,140.5046409,14584.57,139.7044534,
1459,14594.58,150.6003906,14594.58,140.913532,14594.58,138.5101215,
1460,14604.59,150.5431641,14604.59,140.5454323,14604.59,139.1862348,
1461,14614.6,150.8005859,14614.6,140.6890572,14614.6,139.0445344,
1462,14624.61,150.9113281,14624.61,140.6875916,14624.61,140.8825911,
1463,14634.62,150.9292969,14634.62,140.544211,14634.62,140.9149798,
1464,14644.63,151.0845703,14644.63,140.3707865,14644.63,140.0323887,
1465,14654.64,151.0794922,14654.64,139.7215437,14654.64,140.7408907,
1466,14664.65,151.071875,14664.65,139.7452369,14664.65,141.3765182,
1467,14674.66,151.0050781,14674.66,139.4550562,14674.66,139.0283401,
1468,14684.67,151.1617188,14684.67,139.5407914,14684.67,140.2348178,
1469,14694.68,150.8480469,14694.68,139.7037128,14694.68,139.9473684,
1470,14704.69,151.0583984,14704.69,140.1265266,14704.69,140.5546559,
1471,14714.7,150.7441406,14714.7,139.7867611,14714.7,138.7246964,
1472,14724.71,150.7238281,14724.71,139.6104055,14724.71,138.7894737,
1473,14734.72,150.8861328,14734.72,139.1878359,14734.72,139.0890688,
1474,14744.73,150.6814453,14744.73,139.0425012,14744.73,139.611336,
1475,14754.74,150.5839844,14754.74,139.0791402,14754.74,140.0445344,
1476,14764.75,150.5287109,14764.75,138.4030288,14764.75,139.6234818,
1477,14774.76,150.3904297,14774.76,137.9301417,14774.76,138.7651822,
1478,14784.77,150.0017578,14784.77,137.9770396,14784.77,138.2753036,
1479,14794.78,149.9404297,14794.78,137.3974108,14794.78,139.6477733,
1480,14804.79,150.2365234,14804.79,137.3089888,14804.79,137.7732794,
1481,14814.8,150.5998047,14814.8,137.0134343,14814.8,138.0931174,
1482,14824.81,150.2933594,14824.81,137.0334636,14824.81,138.0728745,
1483,14834.82,149.9839844,14834.82,136.7765022,14834.82,138.3562753,
1484,14844.83,149.9876953,14844.83,136.9638495,14844.83,137.3481781,
1485,14854.84,149.5910156,14854.84,136.7857841,14854.84,137.9595142,
1486,14864.85,149.1554688,14864.85,136.1783097,14864.85,136.7611336,
1487,14874.86,148.9933594,14874.86,135.9992672,14874.86,136.7368421,
1488,14884.87,148.4025391,14884.87,135.6866146,14884.87,137.7611336,
1489,14894.88,147.8125,14894.88,135.1196873,14894.88,136.7165992,
1490,14904.89,147.2242188,14904.89,135.2371764,14904.89,136.8947368,
1491,14914.9,146.9607422,14914.9,134.9140205,14914.9,136.3805668,
1492,14924.91,146.4658203,14924.91,134.5100147,14924.91,136.562753,
1493,14934.92,146.4779297,14934.92,133.8348803,14934.92,135.8178138,
1494,14944.93,145.5808594,14944.93,133.660723,14944.93,135.4898785,
1495,14954.94,145.0486328,14954.94,132.8309722,14954.94,135.0566802,
1496,14964.95,144.9039063,14964.95,132.9601856,14964.95,134.611336,
1497,14974.96,144.2023438,14974.96,132.0617978,14974.96,135.7489879,
1498,14984.97,143.5992188,14984.97,131.8104543,14984.97,133.3765182,
1499,14994.98,142.7277344,14994.98,131.0613092,14994.98,133.854251,
1500,15004.99,142.4882813,15004.99,130.7542745,15004.99,133.2550607,
1501,15015,141.6498047,15015,130.2689301,15015,132.5870445,
1502,15025.01,140.9244141,15025.01,130.0437225,15025.01,132.3603239,
1503,15035.02,140.3544922,15035.02,129.7484123,15035.02,131.5789474,
1504,15045.03,139.9505859,15045.03,129.1421593,15045.03,131.4939271,
1505,15055.04,139.196875,15055.04,129.0219834,15055.04,131.2753036,
1506,15065.05,138.6628906,15065.05,128.5161212,15065.05,129.3846154,
1507,15075.06,138.0595703,15075.06,128.3998534,15075.06,130.1862348,
1508,15085.07,137.3195313,15085.07,127.6980948,15085.07,130.6437247,
1509,15095.08,136.928125,15095.08,127.4875427,15095.08,129.9109312,
1510,15105.09,136.5195313,15105.09,127.0212506,15105.09,129.6396761,
1511,15115.1,136.0080078,15115.1,126.7889595,15115.1,129.2226721,
1512,15125.11,135.4732422,15125.11,126.6885686,15125.11,129.1012146,
1513,15135.12,135.3914063,15135.12,126.5222277,15135.12,129.4008097,
1514,15145.13,134.9626953,15145.13,126.5139228,15145.13,128.9959514,
1515,15155.14,134.6929688,15155.14,126.14851,15155.14,127.8704453,
1516,15165.15,134.6314453,15165.15,126.1150464,15165.15,127.9919028,
1517,15175.16,134.6271484,15175.16,126.1599902,15175.16,128.0323887,
1518,15185.17,134.0824219,15185.17,125.7369321,15185.17,128.7854251,
1519,15195.18,133.7482422,15195.18,125.7508549,15195.18,128.7206478,
1520,15205.19,133.159375,15205.19,125.6387396,15205.19,128.2024291,
1521,15215.2,133.1837891,15215.2,125.7840743,15215.2,128.2550607,
1522,15225.21,133.2591797,15225.21,125.8263312,15225.21,128.0202429,
1523,15235.22,132.8886719,15235.22,125.6998046,15235.22,127.3117409,
1524,15245.23,133.0308594,15245.23,126.0166097,15245.23,126.6761134,
1525,15255.24,133.096875,15255.24,125.5766976,15255.24,127.4331984,
1526,15265.25,132.6109375,15265.25,125.5981925,15265.25,127.3481781,
1527,15275.26,132.4570313,15275.26,125.8182706,15275.26,128.6761134,
1528,15285.27,132.6314453,15285.27,125.3124084,15285.27,129.3805668,
1529,15295.28,132.54375,15295.28,125.5395701,15295.28,128.9068826,
1530,15305.29,132.3287109,15305.29,125.6853933,15305.29,127.4210526,
1531,15315.3,132.3666016,15315.3,125.6643869,15315.3,127.5870445,
1532,15325.31,132.2689453,15325.31,125.3175379,15325.31,127.7854251,
1533,15335.32,132.3527344,15335.32,125.4970689,15335.32,126.9959514,
1534,15345.33,131.9583984,15345.33,124.9853444,15345.33,127.7004049,
1535,15355.34,131.7431641,15355.34,125.2655105,15355.34,126.8380567,
1536,15365.35,131.7068359,15365.35,125.1849047,15365.35,126.7732794,
1537,15375.36,132.2128906,15375.36,125.2743039,15375.36,126.4979757,
1538,15385.37,131.8832031,15385.37,125.1565706,15385.37,127.2267206,
1539,15395.38,131.5835938,15395.38,125.1101612,15395.38,126.8866397,
1540,15405.39,131.7222656,15405.39,125.4301417,15405.39,126.3360324,
1541,15415.4,132.1154297,15415.4,125.1145579,15415.4,126.854251,
1542,15425.41,132.5892578,15425.41,125.5053737,15425.41,127.2631579,
1543,15435.42,132.8878906,15435.42,125.7718613,15435.42,125.6356275,
1544,15445.43,133.1421875,15445.43,125.8952125,15445.43,126.8825911,
1545,15455.44,132.9738281,15455.44,125.821446,15455.44,127.3279352,
1546,15465.45,132.7666016,15465.45,126.0041524,15465.45,126.6761134,
1547,15475.46,132.6945313,15475.46,126.012213,15475.46,125.6356275,
1548,15485.47,133.0849609,15485.47,125.9123107,15485.47,126.4210526,
1549,15495.48,133.0044922,15495.48,126.0456766,15495.48,127.0526316,
1550,15505.49,132.3724609,15505.49,125.7476795,15505.49,125.3805668,
1551,15515.5,132.5529297,15515.5,125.5681485,15515.5,127.2793522,
1552,15525.51,132.6822266,15525.51,125.6113825,15525.51,126.1983806,
1553,15535.52,132.4691406,15535.52,125.6951637,15535.52,125.9878543,
1554,15545.53,132.2996094,15545.53,125.3302394,15545.53,126.2510121,
1555,15555.54,132.2117188,15555.54,125.1900342,15555.54,126.8663968,
1556,15565.55,132.4253906,15565.55,125.1060088,15565.55,127.2186235,
1557,15575.56,132.5806641,15575.56,125.1934538,15575.56,127.3117409,
1558,15585.57,132.4923828,15585.57,125.2103078,15585.57,126.4089069,
1559,15595.58,132.7636719,15595.58,125.4582316,15595.58,126.0323887,
1560,15605.59,132.2890625,15605.59,125.4206155,15605.59,125.5182186,
1561,15615.6,132.4533203,15615.6,125.3248657,15615.6,126.7530364,
1562,15625.61,132.3990234,15625.61,125.531998,15625.61,127.5708502,
1563,15635.62,132.6132813,15635.62,125.8263312,15635.62,127.3481781,
1564,15645.63,132.2535156,15645.63,125.7252076,15645.63,126.5506073,
1565,15655.64,132.4767578,15655.64,126.2222765,15655.64,127.1740891,
1566,15665.65,132.3900391,15665.65,126.0693698,15665.65,126.3238866,
1567,15675.66,132.3484375,15675.66,125.8304836,15675.66,127.5951417,
1568,15685.67,132.415625,15685.67,126.0329751,15685.67,125.9676113,
1569,15695.68,132.271875,15695.68,126.1770884,15695.68,127.7206478,
1570,15705.69,132.2234375,15705.69,126.4912066,15705.69,126.0040486,
1571,15715.7,132.4783203,15715.7,127.0581339,15715.7,126.2834008,
1572,15725.71,132.6125,15725.71,126.8913043,15725.71,126.8178138,
1573,15735.72,132.6857422,15735.72,126.6990718,15735.72,127.8299595,
1574,15745.73,132.5416016,15745.73,126.777235,15745.73,126.3562753,
1575,15755.74,132.8435547,15755.74,126.4203713,15755.74,126.4453441,
1576,15765.75,132.9707031,15765.75,126.3986321,15765.75,127.902834,
1577,15775.76,133.11875,15775.76,126.5420127,15775.76,125.8137652,
1578,15785.77,133.071875,15785.77,126.3531998,15785.77,127.2631579,
1579,15795.78,133.1617188,15795.78,126.7042013,15795.78,127.0364372,
1580,15805.79,133.5310547,15805.79,126.6384954,15805.79,128.3157895,
1581,15815.8,133.4400391,15815.8,126.617489,15815.8,127.8340081,
1582,15825.81,133.6494141,15825.81,127.2616023,15825.81,126.7327935,
1583,15835.82,133.9021484,15835.82,127.2259404,15835.82,127.6639676,
1584,15845.83,134.0806641,15845.83,127.217147,15845.83,128.3360324,
1585,15855.84,133.9871094,15855.84,127.0972154,15855.84,127.4453441,
1586,15865.85,134.3742188,15865.85,126.8197362,15865.85,127.611336,
1587,15875.86,134.265625,15875.86,127.3671226,15875.86,128.3967611,
1588,15885.87,134.3425781,15885.87,127.7769907,15885.87,128.2186235,
1589,15895.88,134.5005859,15895.88,128.4736199,15895.88,127.6680162,
1590,15905.89,134.7664063,15905.89,129.2244748,15905.89,127.9797571,
1591,15915.9,134.9693359,15915.9,129.2989741,15915.9,129.0647773,
1592,15925.91,135.4484375,15925.91,129.6900342,15925.91,127.8016194,
1593,15935.92,137.65625,15935.92,131.7484123,15935.92,130.1862348,
1594,15945.93,142.4845703,15945.93,135.2997069,15945.93,132.7894737,
1595,15955.94,146.63125,15955.94,137.9960918,15955.94,135.9878543,
1596,15965.95,147.6625,15965.95,139.4782609,15965.95,137.5425101,
1597,15975.96,148.8525391,15975.96,139.3969223,15975.96,138.4615385,
1598,15985.97,149.1552734,15985.97,139.4912066,15985.97,138.5465587,
1599,15995.98,149.2673828,15995.98,139.9386908,15995.98,139.0809717,
1600,16005.99,150.2335938,16005.99,139.6800195,16005.99,140.3684211,
1601,16016,150.0419922,16016,139.8593063,16016,138.5870445,
1602,16026.01,150.4224609,16026.01,139.3991207,16026.01,139.8421053,
1603,16036.02,150.565625,16036.02,139.2269174,16036.02,140.437247,
1604,16046.03,151.2142578,16046.03,139.7745481,16046.03,139.9149798,
1605,16056.04,150.9482422,16056.04,139.4057157,16056.04,140.6396761,
1606,16066.05,151.0400391,16066.05,139.6331216,16066.05,140,
1607,16076.06,150.8730469,16076.06,139.4447973,16076.06,140.2550607,
1608,16086.07,151.2886719,16086.07,139.609917,16086.07,139.8097166,
1609,16096.08,151.1085938,16096.08,139.2281387,16096.08,139.9838057,
1610,16106.09,151.2060547,16106.09,139.2525647,16106.09,140.1133603,
1611,16116.1,151.2339844,16116.1,139.0950171,16116.1,140.3279352,
1612,16126.11,151.1369141,16126.11,138.914509,16126.11,138.7408907,
1613,16136.12,151.0498047,16136.12,138.5537372,16136.12,139.3481781,
1614,16146.13,150.9001953,16146.13,138.727406,16146.13,139.1214575,
1615,16156.14,150.4789063,16156.14,138.4897411,16156.14,139.145749,
1616,16166.15,150.3761719,16166.15,138.4997557,16166.15,140.7004049,
1617,16176.16,150.3695313,16176.16,138.1807523,16176.16,139.9068826,
1618,16186.17,150.5003906,16186.17,138.1761114,16186.17,139.2105263,
1619,16196.18,150.4039063,16196.18,137.8624817,16196.18,139.8178138,
1620,16206.19,150.1140625,16206.19,137.7437714,16206.19,138.1578947,
1621,16216.2,149.8474609,16216.2,137.604299,16216.2,138.1983806,
1622,16226.21,149.4646484,16226.21,137.2821202,16226.21,137.659919,
1623,16236.22,149.6357422,16236.22,137.1455789,16236.22,139.8421053,
1624,16246.23,149.86875,16246.23,136.772594,16246.23,138.854251,
1625,16256.24,149.6984375,16256.24,136.8224231,16256.24,137.6842105,
1626,16266.25,149.5865234,16266.25,136.5195408,16266.25,138.8785425,
1627,16276.26,149.2042969,16276.26,136.1284807,16276.26,138.6923077,
1628,16286.27,149.2835938,16286.27,135.7989741,16286.27,137.7449393,
1629,16296.28,149.1542969,16296.28,135.753786,16296.28,137.9068826,
1630,16306.29,148.3947266,16306.29,135.8470933,16306.29,137.3846154,
1631,16316.3,148.2125,16316.3,135.0312653,16316.3,138.5708502,
1632,16326.31,147.8501953,16326.31,135.0051295,16326.31,137.4251012,
1633,16336.32,147.3226563,16336.32,134.8927699,16336.32,136.4089069,
1634,16346.33,147.2521484,16346.33,134.1446019,16346.33,136.5020243,
1635,16356.34,146.8013672,16356.34,134.4807035,16356.34,136.5060729,
1636,16366.35,146.1300781,16366.35,133.9570103,16366.35,134.4574899,
1637,16376.36,145.4357422,16376.36,133.6734245,16376.36,135.0283401,
1638,16386.37,145.4988281,16386.37,133.4428432,16386.37,135.2105263,
1639,16396.38,144.6263672,16396.38,133.3878847,16396.38,134.4696356,
1640,16406.39,144.2041016,16406.39,133.0534929,16406.39,134.4129555,
1641,16416.4,143.6257813,16416.4,132.4225696,16416.4,134.8987854,
1642,16426.41,142.9169922,16426.41,132.3612604,16426.41,133.3765182,
1643,16436.42,142.465625,16436.42,131.8812897,16436.42,134.0688259,
1644,16446.43,142.5509766,16446.43,131.055447,16446.43,133.3319838,
1645,16456.44,141.5666016,16456.44,130.981192,16456.44,132.0688259,
1646,16466.45,140.9763672,16466.45,130.2203224,16466.45,131.7246964,
1647,16476.46,140.5339844,16476.46,129.5471422,16476.46,131.5506073,
1648,16486.47,139.4224609,16486.47,129.3258427,16486.47,130.5910931,
1649,16496.48,139.134375,16496.48,129.1487543,16496.48,131.8218623,
1650,16506.49,138.5982422,16506.49,128.7884709,16506.49,130.6437247,
1651,16516.5,137.896875,16516.5,128.4616512,16516.5,130.0850202,
1652,16526.51,137.5472656,16526.51,128.3908158,16526.51,129.8663968,
1653,16536.52,137.0570313,16536.52,127.8788471,16536.52,128.0566802,
1654,16546.53,136.4671875,16546.53,127.5222277,16546.53,128.8663968,
1655,16556.54,136.2763672,16556.54,127.6971177,16556.54,128.8340081,
1656,16566.55,135.9994141,16566.55,126.9880313,16566.55,129.3724696,
1657,16576.56,135.1855469,16576.56,126.7936004,16576.56,128.7732794,
1658,16586.57,134.9773438,16586.57,126.4093796,16586.57,128.8097166,
1659,16596.58,134.4681641,16596.58,126.5266243,16596.58,128.6518219,
1660,16606.59,134.3941406,16606.59,126.4709331,16606.59,128.1578947,
1661,16616.6,133.9496094,16616.6,126.2628236,16616.6,127.1578947,
1662,16626.61,133.5601563,16626.61,126.037616,16626.61,126.9757085,
1663,16636.62,133.5046875,16636.62,126.055447,16636.62,127.9433198,
1664,16646.63,133.6318359,16646.63,125.8309722,16646.63,127.2550607,
1665,16656.64,133.1519531,16656.64,125.3871519,16656.64,127.6761134,
1666,16666.65,132.9998047,16666.65,125.481192,16666.65,126.4129555,
1667,16676.66,132.6484375,16676.66,125.4242794,16676.66,127.7287449,
1668,16686.67,132.6505859,16686.67,125.2181241,16686.67,127.0647773,
1669,16696.68,132.4378906,16696.68,125.2115291,16696.68,126.6963563,
1670,16706.69,132.3363281,16706.69,125.1641426,16706.69,127.8987854,
1671,16716.7,132.0623047,16716.7,125.0642404,16716.7,126.3603239,
1672,16726.71,132.2994141,16726.71,125.2789448,16726.71,126.5425101,
1673,16736.72,131.9677734,16736.72,125.0749878,16736.72,127.097166,
1674,16746.73,132.0439453,16746.73,125.1038105,16746.73,126.708502,
1675,16756.74,131.8246094,16756.74,125.1328774,16756.74,127.2064777,
1676,16766.75,132.0539063,16766.75,124.9369809,16766.75,127.5182186,
1677,16776.76,131.8068359,16776.76,125.3168051,16776.76,126.9149798,
1678,16786.77,132.0505859,16786.77,125.0764533,16786.77,126.3643725,
1679,16796.78,132.0976563,16796.78,125.3871519,16796.78,126.5303644,
1680,16806.79,132.4476563,16806.79,125.3739619,16806.79,126.5587045,
1681,16816.8,132.4607422,16816.8,125.2662433,16816.8,126.2793522,
1682,16826.81,132.2515625,16826.81,124.9675134,16826.81,126.5870445,
1683,16836.82,132.2148438,16836.82,124.8859306,16836.82,126.3967611,
1684,16846.83,131.8587891,16846.83,125.185149,16846.83,126.4251012,
1685,16856.84,131.7966797,16856.84,124.8224231,16856.84,126.048583,
1686,16866.85,131.734375,16866.85,124.6873473,16866.85,126.854251,
1687,16876.86,131.7669922,16876.86,125.0344406,16876.86,126.6518219,
1688,16886.87,131.5482422,16886.87,125.3053249,16886.87,126.4493927,
1689,16896.88,131.8609375,16896.88,125.2386419,16896.88,127.0647773,
1690,16906.89,131.525,16906.89,125.741573,16906.89,127.0526316,
1691,16916.9,131.3101563,16916.9,126.2510992,16916.9,126.6963563,
1692,16926.91,131.4734375,16926.91,126.6196873,16926.91,126.6558704,
1693,16936.92,131.6746094,16936.92,126.5095261,16936.92,127.2712551,
1694,16946.93,131.4826172,16946.93,126.6133366,16946.93,126.8785425,
1695,16956.94,131.7107422,16956.94,126.5063508,16956.94,126,
1696,16966.95,131.6386719,16966.95,126.4157303,16966.95,127.1497976,
1697,16976.96,131.6191406,16976.96,126.3903273,16976.96,126.2024291,
1698,16986.97,131.8369141,16986.97,126.0679043,16986.97,126.1012146,
1699,16996.98,131.5412109,16996.98,125.9543234,16996.98,127.5101215,
1700,17006.99,131.7515625,17006.99,125.6682951,17006.99,127.2510121,
1701,17017,131.8898438,17017,125.8553981,17017,125.7611336,
1702,17027.01,131.7576172,17027.01,125.6167562,17027.01,125.3238866,
1703,17037.02,132.0632813,17037.02,125.7015144,17037.02,125.805668,
1704,17047.03,132.0089844,17047.03,125.7142159,17047.03,126.2874494,
1705,17057.04,131.6691406,17057.04,126.0127015,17057.04,126.3927126,
1706,17067.05,132.240625,17067.05,126.1468002,17067.05,127.4291498,
1707,17077.06,132.2298828,17077.06,126.3744504,17077.06,125.9959514,
1708,17087.07,132.6941406,17087.07,126.4684905,17087.07,126.2834008,
1709,17097.08,132.5837891,17097.08,126.2689301,17097.08,126.0242915,
1710,17107.09,132.3136719,17107.09,126.142892,17107.09,125.8704453,
1711,17117.1,132.7324219,17117.1,126.172936,17117.1,127.5060729,
1712,17127.11,132.7386719,17127.11,126.359062,17127.11,126.1740891,
1713,17137.12,132.7291016,17137.12,126.5730337,17137.12,127.0688259,
1714,17147.13,132.6503906,17147.13,126.6392281,17147.13,127.8421053,
1715,17157.14,133.0271484,17157.14,126.2813874,17157.14,127.5506073,
1716,17167.15,132.6429688,17167.15,126.2938447,17167.15,126.3036437,
1717,17177.16,132.8859375,17177.16,126.4650708,17177.16,127.0080972,
1718,17187.17,132.6015625,17187.17,125.9496825,17187.17,126.0931174,
1719,17197.18,132.8945313,17197.18,126.2852956,17197.18,126.3522267,
1720,17207.19,132.9888672,17207.19,126.4081583,17207.19,126.1133603,
1721,17217.2,133.0816406,17217.2,126.2696629,17217.2,126.4696356,
1722,17227.21,132.7160156,17227.21,126.4912066,17227.21,126.1781377,
1723,17237.22,132.7386719,17237.22,126.1003908,17237.22,126.3927126,
1724,17247.23,132.8978516,17247.23,126.1426478,17247.23,126.7044534,
1725,17257.24,133.1423828,17257.24,126.2479238,17257.24,126.6558704,
1726,17267.25,133.128125,17267.25,126.4384465,17267.25,126.8582996,
1727,17277.26,132.9910156,17277.26,126.1988276,17277.26,127.5951417,
1728,17287.27,133.1035156,17287.27,126.2264289,17287.27,126.1619433,
1729,17297.28,132.7716797,17297.28,126.1687836,17297.28,126.1174089,
1730,17307.29,132.6355469,17307.29,125.8314607,17307.29,126.1821862,
1731,17317.3,132.5984375,17317.3,126.1289692,17317.3,125.3198381,
1732,17327.31,132.365625,17327.31,126.2984856,17327.31,125.8259109,
1733,17337.32,132.5091797,17337.32,126.1558378,17337.32,127.3562753,
1734,17347.33,132.2271484,17347.33,126.2740596,17347.33,127.0445344,
1735,17357.34,131.9083984,17357.34,126.4958476,17357.34,127.0607287,
1736,17367.35,132.2591797,17367.35,126.2948217,17367.35,126.4048583,
1737,17377.36,132.1576172,17377.36,126.1101612,17377.36,125.7651822,
1738,17387.37,132.0517578,17387.37,126.4066927,17387.37,126.1619433,
1739,17397.38,132.1244141,17397.38,126.0141671,17397.38,125.9878543,
1740,17407.39,132.1613281,17407.39,126.048852,17407.39,126.1255061,
1741,17417.4,132.0066406,17417.4,126.1182218,17417.4,127.1012146,
1742,17427.41,131.7865234,17427.41,125.7598925,17427.41,125.7894737,
1743,17437.42,131.8876953,17437.42,125.809233,17437.42,126.8421053,
1744,17447.43,132.0986328,17447.43,125.9645823,17447.43,126.0850202,
1745,17457.44,132.1179688,17457.44,126.2269174,17457.44,126.3441296,
1746,17467.45,132.0146484,17467.45,126.1157792,17467.45,127.0728745,
1747,17477.46,132.3130859,17477.46,126.0234489,17477.46,126.9190283,
1748,17487.47,131.9333984,17487.47,125.968979,17487.47,127.2348178,
1749,17497.48,132.0591797,17497.48,125.7664875,17497.48,126.2591093,
1750,17507.49,131.9263672,17507.49,126.0083048,17507.49,126.4008097,
1751,17517.5,132.0070313,17517.5,125.7938447,17517.5,126.8825911,
1752,17527.51,132.1132813,17527.51,125.7943332,17527.51,126.2550607,
1753,17537.52,131.878125,17537.52,125.7325354,17537.52,127.0647773,
1754,17547.53,131.9332031,17547.53,125.9946263,17547.53,127.1619433,
1755,17557.54,131.9921875,17557.54,125.8563752,17557.54,125.8906883,
1756,17567.55,132.1072266,17567.55,125.9342941,17567.55,125.8785425,
1757,17577.56,132.2375,17577.56,126.117489,17577.56,126.2591093,
1758,17587.57,132.2886719,17587.57,126.2889595,17587.57,126,
1759,17597.58,132.4271484,17597.58,126.2044455,17597.58,126.9392713,
1760,17607.59,132.3449219,17607.59,126.469956,17607.59,126.6518219,
1761,17617.6,132.515625,17617.6,126.2901808,17617.6,126.1781377,
1762,17627.61,132.6888672,17627.61,127.1301905,17627.61,126.9676113,
1763,17637.62,132.9958984,17637.62,126.525403,17637.62,126.6275304,
1764,17647.63,133.0537109,17647.63,126.8292623,17647.63,126.3603239,
1765,17657.64,133.2544922,17657.64,127.382511,17657.64,126.4817814,
1766,17667.65,133.3304688,17667.65,127.1443576,17667.65,126.9433198,
1767,17677.66,132.890625,17677.66,127.4540791,17677.66,126.6680162,
1768,17687.67,133.0871094,17687.67,127.3209575,17687.67,126.708502,
1769,17697.68,132.9154297,17697.68,127.2430386,17697.68,126.097166,
1770,17707.69,133.1480469,17707.69,126.8722521,17707.69,126.5182186,
1771,17717.7,132.9912109,17717.7,127.0261358,17717.7,126.2186235,
1772,17727.71,132.8921875,17727.71,126.969956,17727.71,126.8785425,
1773,17737.72,133.1359375,17737.72,127.142892,17737.72,126.9352227,
1774,17747.73,133.6326172,17747.73,126.7799218,17747.73,126.7287449,
1775,17757.74,133.3683594,17757.74,126.9147533,17757.74,126.2672065,
