DataTable:,Function DataTable for [Raw Ci on CYm API F(t)],,,,,,
Date:, November 21 2024 13:23:20,,,,,,
Description:,Table of function data for [Raw Ci on CYm API F(t)],,,,,,
,,,,,,,
,,,,,,,
Legend:, Type, Name, Description, Units, Is Default Visible, Is Id Column, Is Editable
,,,,,,,
integer,id,ID of each record,,,,,
double,Cell ID: 106 (X): T (msec),(X): Cell ID: 106 Time (msec),,TRUE,FALSE,FALSE,
double,Cell ID: 106 (Y),Raw Ci on CYm API F(t) for Cell ID: 106 (Y),,TRUE,FALSE,FALSE,
double,Cell ID: 115 (X): T (msec),(X): Cell ID: 115 Time (msec),,TRUE,FALSE,FALSE,
double,Cell ID: 115 (Y),Raw Ci on CYm API F(t) for Cell ID: 115 (Y),,TRUE,FALSE,FALSE,
double,Cell ID: 117 (X): T (msec),(X): Cell ID: 117 Time (msec),,TRUE,FALSE,FALSE,
double,Cell ID: 117 (Y),Raw Ci on CYm API F(t) for Cell ID: 117 (Y),,TRUE,FALSE,FALSE,
,,,,,,,
,,,,,,,
id,Cell ID: 106 (X): T (msec),Cell ID: 106 (Y),Cell ID: 115 (X): T (msec),Cell ID: 115 (Y),Cell ID: 117 (X): T (msec),Cell ID: 117 (Y),
674,6736.73,132.2744141,6736.73,127.6641426,6736.73,128.6356275,
675,6746.74,132.1259766,6746.74,127.4294089,6746.74,129.757085,
676,6756.75,131.9570313,6756.75,127.2501221,6756.75,129.0161943,
677,6766.76,131.8953125,6766.76,127.2137274,6766.76,128.2186235,
678,6776.77,131.9048828,6776.77,127.0232047,6776.77,129.3036437,
679,6786.78,131.8519531,6786.78,127.2672203,6786.78,127.8947368,
680,6796.79,132.1810547,6796.79,127.1292135,6796.79,127.8097166,
681,6806.8,132.5574219,6806.8,127.4162189,6806.8,129.4615385,
682,6816.81,132.5832031,6816.81,127.1367855,6816.81,129.0121457,
683,6826.82,132.6554688,6826.82,127.1348315,6826.82,127.6518219,
684,6836.83,132.5177734,6836.83,127.1441133,6836.83,129.6882591,
685,6846.84,132.2222656,6846.84,127.2562286,6846.84,129.3765182,
686,6856.85,131.8416016,6856.85,126.9443087,6856.85,128.7125506,
687,6866.86,132.4421875,6866.86,127.1384954,6866.86,128.2024291,
688,6876.87,132.4152344,6876.87,127.1253053,6876.87,128.4534413,
689,6886.88,132.0646484,6886.88,126.9885198,6886.88,127.8987854,
690,6896.89,132.075,6896.89,127.7024915,6896.89,128.6437247,
691,6906.9,131.9341797,6906.9,127.2122618,6906.9,129.1417004,
692,6916.91,131.98125,6916.91,127.433317,6916.91,129.5708502,
693,6926.92,131.6539063,6926.92,127.3263312,6926.92,127.5465587,
694,6936.93,131.9796875,6936.93,127.3070347,6936.93,128.5425101,
695,6946.94,132.2398438,6946.94,127.5654617,6946.94,129.340081,
696,6956.95,132.5460938,6956.95,127.4418661,6956.95,128.8582996,
697,6966.96,132.5341797,6966.96,127.5444553,6966.96,130.0040486,
698,6976.97,132.8625,6976.97,127.9208598,6976.97,128.1659919,
699,6986.98,132.7939453,6986.98,127.9709331,6986.98,128.3765182,
700,6996.99,133.6166016,6996.99,130.3720078,6996.99,129.2064777,
701,7007,136.5259766,7007,136.6934538,7007,128.5384615,
702,7017.01,142.0257813,7017.01,140.6321446,7017.01,133.2388664,
703,7027.02,146.9392578,7027.02,142.8307279,7027.02,137.4008097,
704,7037.03,149.1144531,7037.03,143.4088911,7037.03,140.3724696,
705,7047.04,150.1228516,7047.04,143.3688324,7047.04,141.9190283,
706,7057.05,150.3285156,7057.05,143.4396678,7057.05,142.48583,
707,7067.06,150.9482422,7067.06,143.0806058,7067.06,141.3967611,
708,7077.07,151.2289063,7077.07,142.7156815,7077.07,141.5910931,
709,7087.08,151.6849609,7087.08,142.4855887,7087.08,142.5748988,
710,7097.09,151.5259766,7097.09,141.9416219,7097.09,142.5263158,
711,7107.1,151.6394531,7107.1,142.0148999,7107.1,144.8582996,
712,7117.11,152.1623047,7117.11,141.7127504,7117.11,143.5222672,
713,7127.12,152.4791016,7127.12,141.4399121,7127.12,143.6234818,
714,7137.13,152.2294922,7137.13,141.4237909,7137.13,143.582996,
715,7147.14,152.6458984,7147.14,141.5522716,7147.14,144.2186235,
716,7157.15,152.6515625,7157.15,140.8866634,7157.15,143.5668016,
717,7167.16,152.9927734,7167.16,141.0481192,7167.16,144.4898785,
718,7177.17,152.7935547,7177.17,140.9235467,7177.17,143.7935223,
719,7187.18,152.7945313,7187.18,140.6492428,7187.18,143.4939271,
720,7197.19,152.7722656,7197.19,140.5537372,7197.19,144.3522267,
721,7207.2,152.8142578,7207.2,139.999023,7207.2,144.1255061,
722,7217.21,153.0464844,7217.21,140.1348315,7217.21,142.6518219,
723,7227.22,153.1486328,7227.22,140.3153395,7227.22,142.7935223,
724,7237.23,153.0398438,7237.23,140.0691255,7237.23,143.2510121,
725,7247.24,152.8919922,7247.24,140.1311676,7247.24,142.8380567,
726,7257.25,153.1617188,7257.25,139.9518808,7257.25,145.1012146,
727,7267.26,153.0058594,7267.26,139.3876404,7267.26,144.5748988,
728,7277.27,153.0404297,7277.27,139.8649243,7277.27,143.7004049,
729,7287.28,152.8992188,7287.28,139.6372741,7287.28,143.2672065,
730,7297.29,152.7070313,7297.29,139.7723498,7297.29,142.7125506,
731,7307.3,153.1884766,7307.3,139.4704446,7307.3,142.3967611,
732,7317.31,152.6355469,7317.31,139.2999511,7317.31,142.8461538,
733,7327.32,152.8871094,7327.32,139.2559844,7327.32,143.5384615,
734,7337.33,152.2197266,7337.33,139.3077675,7337.33,142.0323887,
735,7347.34,152.646875,7347.34,139.0261358,7347.34,143.097166,
736,7357.35,151.9916016,7357.35,138.8641915,7357.35,143.2793522,
737,7367.36,151.9626953,7367.36,138.753786,7367.36,142.291498,
738,7377.37,151.5863281,7377.37,138.7581827,7377.37,143.145749,
739,7387.38,151.4068359,7387.38,138.2266732,7387.38,142.4979757,
740,7397.39,151.0125,7397.39,137.6480215,7397.39,142.2388664,
741,7407.4,150.7689453,7407.4,137.9421104,7407.4,142.5546559,
742,7417.41,150.6845703,7417.41,137.7242306,7417.41,142.3643725,
743,7427.42,150.3169922,7427.42,137.1675623,7427.42,141.1619433,
744,7437.43,150.0667969,7437.43,137.3688324,7437.43,141.9716599,
745,7447.44,149.4910156,7447.44,136.9496825,7447.44,141.4129555,
746,7457.45,149.1175781,7457.45,136.6834392,7457.45,141.805668,
747,7467.46,149.1115234,7467.46,136.0258915,7467.46,141.7611336,
748,7477.47,148.1787109,7477.47,135.8060576,7477.47,140.2510121,
749,7487.48,148.2134766,7487.48,135.6553493,7487.48,139.7732794,
750,7497.49,147.7333984,7497.49,135.7020029,7497.49,140.1578947,
751,7507.5,146.7105469,7507.5,135.0295554,7507.5,138.1214575,
752,7517.51,146.4125,7517.51,134.8182706,7517.51,139.3441296,
753,7527.52,146.1882813,7527.52,134.6233512,7527.52,138.4817814,
754,7537.53,146.0074219,7537.53,133.8707865,7537.53,137.7368421,
755,7547.54,145.4501953,7547.54,133.5170982,7547.54,137.6437247,
756,7557.55,145.2160156,7557.55,133.3720078,7557.55,137.562753,
757,7567.56,144.6685547,7567.56,132.9838788,7567.56,136.3198381,
758,7577.57,144.2988281,7577.57,132.8549096,7577.57,136.4412955,
759,7587.58,143.2435547,7587.58,132.314851,7587.58,135.805668,
760,7597.59,142.7076172,7597.59,131.9174402,7597.59,134.1578947,
761,7607.6,142.5501953,7607.6,131.5468979,7607.6,134.7287449,
762,7617.61,141.4251953,7617.61,130.9829018,7617.61,134.3036437,
763,7627.62,140.5650391,7627.62,130.7628236,7627.62,133.9109312,
764,7637.63,139.7982422,7637.63,130.1079629,7637.63,132.5101215,
765,7647.64,139.3451172,7647.64,129.7149487,7647.64,132.5020243,
766,7657.65,138.5552734,7657.65,129.4057157,7657.65,133.1740891,
767,7667.66,138.0597656,7667.66,128.944553,7667.66,132.097166,
768,7677.67,137.1591797,7677.67,128.6470445,7677.67,132.5789474,
769,7687.68,136.6304688,7687.68,128.3255984,7687.68,130.9757085,
770,7697.69,135.8373047,7697.69,128.037616,7697.69,131.5465587,
771,7707.7,136.0150391,7707.7,127.5368832,7707.7,130.7368421,
772,7717.71,135.2585938,7717.71,127.4142648,7717.71,130.6194332,
773,7727.72,134.8830078,7727.72,127.2247191,7727.72,131.0040486,
774,7737.73,134.4236328,7737.73,126.8021495,7737.73,130.4777328,
775,7747.74,134.2371094,7747.74,126.8495359,7747.74,129.0404858,
776,7757.75,133.76875,7757.75,126.8617489,7757.75,129.7408907,
777,7767.76,133.721875,7767.76,126.7811431,7767.76,129.9433198,
778,7777.77,133.15625,7777.77,126.326087,7777.77,129.6680162,
779,7787.78,133.0695313,7787.78,126.5097704,7787.78,129.2591093,
780,7797.79,132.3289063,7797.79,126.0439668,7797.79,130.3157895,
781,7807.8,132.5943359,7807.8,126.1695164,7807.8,128.4534413,
782,7817.81,132.3505859,7817.81,126.1011236,7817.81,128.4129555,
783,7827.82,132.2720703,7827.82,126.1668295,7827.82,129.1497976,
784,7837.83,131.9855469,7837.83,126.0644846,7837.83,129.4331984,
785,7847.84,132.1380859,7847.84,126.0356619,7847.84,129.1255061,
786,7857.85,131.4751953,7857.85,125.7662433,7857.85,128.6153846,
787,7867.86,131.7001953,7867.86,125.7581827,7867.86,128.3238866,
788,7877.87,131.4851563,7877.87,126.1499756,7877.87,128.9716599,
789,7887.88,131.2361328,7887.88,125.9203713,7887.88,128.5748988,
790,7897.89,131.3585938,7897.89,125.8343918,7897.89,128.9068826,
791,7907.9,131.4509766,7907.9,125.9259893,7907.9,128.2631579,
792,7917.91,131.2175781,7917.91,125.9308745,7917.91,128.1174089,
793,7927.92,131.18125,7927.92,126.0459209,7927.92,128.2510121,
794,7937.93,130.98125,7937.93,126.0693698,7937.93,127.1781377,
795,7947.94,131.2328125,7947.94,126.4015633,7947.94,127.8947368,
796,7957.95,131.1689453,7957.95,126.3202247,7957.95,127.6720648,
797,7967.96,131.2601563,7967.96,126.4721544,7967.96,128.1012146,
798,7977.97,131.5099609,7977.97,126.3668784,7977.97,128.1619433,
799,7987.98,132.0789063,7987.98,126.5246702,7987.98,126.9716599,
800,7997.99,131.8896484,7997.99,126.4206155,7997.99,127.7813765,
801,8008,131.9521484,8008,126.5622863,8008,128.9149798,
802,8018.01,131.6527344,8018.01,126.3004397,8018.01,127.8178138,
803,8028.02,131.7746094,8028.02,126.0845139,8028.02,128.2267206,
804,8038.03,131.5960938,8038.03,126.2530532,8038.03,128.1174089,
805,8048.04,131.5599609,8048.04,126.2645335,8048.04,129.4129555,
806,8058.05,131.7746094,8058.05,126.8585735,8058.05,128.48583,
807,8068.06,131.1167969,8068.06,126.7144602,8068.06,127.9676113,
808,8078.07,131.3898438,8078.07,126.6995603,8078.07,127.9797571,
809,8088.08,130.8824219,8088.08,126.5495848,8088.08,126.3481781,
810,8098.09,131.0875,8098.09,126.7335125,8098.09,128.1983806,
811,8108.1,131.2488281,8108.1,126.3993649,8108.1,128.0080972,
812,8118.11,131.0447266,8118.11,126.4108451,8118.11,128.4048583,
813,8128.12,130.9896484,8128.12,126.4592086,8128.12,127.1052632,
814,8138.13,130.6605469,8138.13,126.3180264,8138.13,127.6639676,
815,8148.14,130.8210938,8148.14,126.0906204,8148.14,126.3441296,
816,8158.15,130.8691406,8158.15,126.371275,8158.15,127.8663968,
817,8168.16,130.8898438,8168.16,126.1392281,8168.16,127.2955466,
818,8178.17,130.7802734,8178.17,126.4252565,8178.17,128.8825911,
819,8188.18,130.8302734,8188.18,126.1194431,8188.18,127.4008097,
820,8198.19,130.6904297,8198.19,125.9628725,8198.19,127.8582996,
821,8208.2,130.2966797,8208.2,125.6790425,8208.2,128.194332,
822,8218.21,131.0603516,8218.21,125.9741085,8218.21,128.3319838,
823,8228.22,130.5398438,8228.22,125.9487054,8228.22,126.8704453,
824,8238.23,130.5050781,8238.23,126.3043478,8238.23,125.9919028,
825,8248.24,130.6599609,8248.24,126.0669272,8248.24,128.2469636,
826,8258.25,130.9576172,8258.25,126.1094284,8258.25,127.417004,
827,8268.26,130.9207031,8268.26,125.8778701,8268.26,127.3603239,
828,8278.27,131.1212891,8278.27,125.9899853,8278.27,126.7651822,
829,8288.28,130.8888672,8288.28,126.3163166,8288.28,128.2550607,
830,8298.29,131.1390625,8298.29,126.2760137,8298.29,127.6801619,
831,8308.3,130.8582031,8308.3,126.2623351,8308.3,128.1781377,
832,8318.31,130.5572266,8318.31,126.4702003,8318.31,128.4412955,
833,8328.32,130.9734375,8328.32,126.5058622,8328.32,127.7651822,
834,8338.33,130.8203125,8338.33,126.3898388,8338.33,127.5748988,
835,8348.34,130.8369141,8348.34,126.0031754,8348.34,127.8825911,
836,8358.35,130.4349609,8358.35,126.3539326,8358.35,127.659919,
837,8368.36,130.4912109,8368.36,126.0266243,8368.36,128.7408907,
838,8378.37,130.7111328,8378.37,126.2713727,8378.37,127.2388664,
839,8388.38,130.9154297,8388.38,126.4377137,8388.38,128.0850202,
840,8398.39,131.08125,8398.39,126.1477772,8398.39,128.097166,
841,8408.4,130.9875,8408.4,126.4643381,8408.4,127.194332,
842,8418.41,130.8662109,8418.41,126.2655105,8418.41,128.145749,
843,8428.42,130.8214844,8428.42,126.3886175,8428.42,128.0242915,
844,8438.43,130.8478516,8438.43,126.3251099,8438.43,127.4817814,
845,8448.44,130.5958984,8448.44,126.8475818,8448.44,127.0404858,
846,8458.45,130.91875,8458.45,126.6289692,8458.45,126.2753036,
847,8468.46,130.8082031,8468.46,126.9604299,8468.46,127.8380567,
848,8478.47,130.8570313,8478.47,126.4037616,8478.47,126.3562753,
849,8488.48,130.7503906,8488.48,126.5158769,8488.48,128.2307692,
850,8498.49,130.7964844,8498.49,126.9509038,8498.49,126.9433198,
851,8508.5,130.7283203,8508.5,126.8685882,8508.5,127.2510121,
852,8518.51,130.8904297,8518.51,126.6382511,8518.51,128.0242915,
853,8528.52,131.1001953,8528.52,126.6121153,8528.52,128.194332,
854,8538.53,130.8423828,8538.53,126.524426,8538.53,127.1133603,
855,8548.54,131.3447266,8548.54,126.7381534,8548.54,126.8704453,
856,8558.55,131.1423828,8558.55,126.4570103,8558.55,127.3846154,
857,8568.56,131.1830078,8568.56,126.5026869,8568.56,127.9311741,
858,8578.57,131.3457031,8578.57,126.6863703,8578.57,127.8906883,
859,8588.58,131.4302734,8588.58,126.6609673,8588.58,127.7368421,
860,8598.59,131.4419922,8598.59,127.1966292,8598.59,127.3522267,
861,8608.6,131.7140625,8608.6,127.1016121,8608.6,128.465587,
862,8618.61,131.625,8618.61,127.1692721,8618.61,128.0688259,
863,8628.62,132.009375,8628.62,126.9714216,8628.62,127.5101215,
864,8638.63,132.3330078,8638.63,127.1868588,8638.63,127.9797571,
865,8648.64,132.3605469,8648.64,127.3602833,8648.64,127.3603239,
866,8658.65,132.2738281,8658.65,127.303615,8658.65,128.5668016,
867,8668.66,131.8818359,8668.66,126.9408891,8668.66,128.1538462,
868,8678.67,132.3277344,8678.67,127.3063019,8678.67,128.2955466,
869,8688.68,131.9919922,8688.68,127.5153884,8688.68,127.534413,
870,8698.69,132.5328125,8698.69,127.5879336,8698.69,128.4453441,
871,8708.7,132.6236328,8708.7,128.0464094,8708.7,129.1862348,
872,8718.71,132.7792969,8718.71,127.8705423,8718.71,128.2469636,
873,8728.72,133.0816406,8728.72,128.0718124,8728.72,128.291498,
874,8738.73,133.7396484,8738.73,127.9193942,8738.73,128.242915,
875,8748.74,134.8855469,8748.74,128.8080117,8748.74,129.8137652,
876,8758.75,136.6775391,8758.75,131.241573,8758.75,131.6842105,
877,8768.76,142.528125,8768.76,137.5327308,8768.76,136.2793522,
878,8778.77,146.8300781,8778.77,141.0935515,8778.77,139.340081,
879,8788.78,147.8958984,8788.78,141.7503664,8788.78,140.048583,
880,8798.79,148.7203125,8798.79,142.097704,8798.79,142.9878543,
881,8808.8,149.7375,8808.8,142.1587689,8808.8,141.2712551,
882,8818.81,150.4185547,8818.81,142.4482169,8818.81,141.9109312,
883,8828.82,150.9751953,8828.82,142.2518319,8828.82,142.4210526,
884,8838.83,151.0207031,8838.83,142.566683,8838.83,142.5020243,
885,8848.84,151.7443359,8848.84,142.6494871,8848.84,142.2348178,
886,8858.85,151.6166016,8858.85,142.2032242,8858.85,142.6639676,
887,8868.86,152.4708984,8868.86,142.4477284,8868.86,141.1093117,
888,8878.87,151.9396484,8878.87,142.5361505,8878.87,141.9433198,
889,8888.88,152.6386719,8888.88,142.3383,8888.88,142.9595142,
890,8898.89,152.1775391,8898.89,142.2271617,8898.89,143.4736842,
891,8908.9,152.4455078,8908.9,141.8722521,8908.9,143.0242915,
892,8918.91,152.6289063,8918.91,141.8277968,8918.91,141.5951417,
893,8928.92,152.3410156,8928.92,141.8277968,8928.92,143.4048583,
894,8938.93,152.4373047,8938.93,141.640938,8938.93,141.6234818,
895,8948.94,152.3648438,8948.94,141.5249145,8948.94,142.2550607,
896,8958.95,152.5919922,8958.95,141.8949682,8958.95,141.4777328,
897,8968.96,152.6525391,8968.96,141.3400098,8968.96,141.6396761,
898,8978.97,152.6875,8978.97,141.803615,8978.97,141.5060729,
899,8988.98,152.5582031,8988.98,141.3876404,8988.98,141.6963563,
900,8998.99,152.7248047,8998.99,141.2896922,8998.99,141.6153846,
901,9009,152.9277344,9009,141.5627748,9009,142.437247,
902,9019.01,152.9386719,9019.01,141.4528578,9019.01,141.1862348,
903,9029.02,152.9011719,9029.02,141.3226673,9029.02,141.7165992,
904,9039.03,152.8105469,9039.03,140.8705423,9039.03,141.1295547,
905,9049.04,152.6648438,9049.04,140.0434783,9049.04,141.388664,
906,9059.05,152.1740234,9059.05,140.0464094,9059.05,142.1497976,
907,9069.06,152.0876953,9069.06,139.352467,9069.06,141.6072874,
908,9079.07,151.9255859,9079.07,139.6758671,9079.07,141.0931174,
909,9089.08,151.4822266,9089.08,139.0236932,9089.08,140.5951417,
910,9099.09,151.2101563,9099.09,138.9804592,9099.09,141.145749,
911,9109.1,151.4007813,9109.1,138.9789936,9109.1,140.8785425,
912,9119.11,150.5902344,9119.11,138.6880801,9119.11,140.8380567,
913,9129.12,150.7304688,9129.12,138.3749389,9129.12,141.1336032,
914,9139.13,150,9139.13,137.8011724,9139.13,139.0607287,
915,9149.14,149.6181641,9149.14,137.4909624,9149.14,140.2105263,
916,9159.15,149.4041016,9159.15,137.0586224,9159.15,140.2753036,
917,9169.16,148.9763672,9169.16,137.1724475,9169.16,139.2226721,
918,9179.17,148.4462891,9179.17,136.9960918,9179.17,140.9433198,
919,9189.18,148.29375,9189.18,136.5981925,9189.18,138.6032389,
920,9199.19,148.0066406,9199.19,135.8497802,9199.19,139.8785425,
921,9209.2,147.4916016,9209.2,136.018808,9209.2,140.4736842,
922,9219.21,147.1605469,9219.21,135.5681485,9219.21,138.7611336,
923,9229.22,146.9316406,9229.22,135.3737176,9229.22,138.2995951,
924,9239.23,146.4453125,9239.23,135.2486566,9239.23,137.902834,
925,9249.24,146.1425781,9249.24,135.3048363,9249.24,137.9190283,
926,9259.25,145.5837891,9259.25,135.1082071,9259.25,137.6518219,
927,9269.26,145.3060547,9269.26,134.9719101,9269.26,137.3117409,
928,9279.27,144.9777344,9279.27,134.624084,9279.27,136.8502024,
929,9289.28,144.2505859,9289.28,134.586468,9289.28,136.0526316,
930,9299.29,143.9429688,9299.29,134.1648754,9299.29,136.757085,
931,9309.3,142.8970703,9309.3,133.5078163,9309.3,134.8137652,
932,9319.31,142.5279297,9319.31,133.1502198,9319.31,134.9271255,
933,9329.32,142.1283203,9329.32,132.5698583,9329.32,135.0404858,
934,9339.33,141.1519531,9339.33,131.9096238,9339.33,134.611336,
935,9349.34,140.715625,9349.34,131.6321446,9349.34,134.4331984,
936,9359.35,140.0349609,9359.35,130.8700537,9359.35,133.6477733,
937,9369.36,138.9746094,9369.36,130.2962872,9369.36,132.2793522,
938,9379.37,138.2783203,9379.37,129.9789936,9379.37,130.4615385,
939,9389.38,137.7898438,9389.38,129.6675623,9389.38,133.0404858,
940,9399.39,137.4318359,9399.39,128.9829018,9399.39,131.1821862,
941,9409.4,136.5615234,9409.4,128.468979,9409.4,131.242915,
942,9419.41,136.2779297,9419.41,128.4330728,9419.41,130.5020243,
943,9429.42,135.6697266,9429.42,128.203957,9429.42,130.1214575,
944,9439.43,135.2177734,9439.43,128.1402052,9439.43,129.7651822,
945,9449.44,134.7353516,9449.44,127.4804592,9449.44,129.465587,
946,9459.45,134.4578125,9459.45,127.58085,9459.45,129.4615385,
947,9469.46,134.1472656,9469.46,127.2083537,9469.46,130.0323887,
948,9479.47,133.3484375,9479.47,126.9765511,9479.47,130.4089069,
949,9489.48,133.3134766,9489.48,126.8949682,9489.48,128.9676113,
950,9499.49,133.0130859,9499.49,126.6001466,9499.49,128.6275304,
951,9509.5,132.7494141,9509.5,126.7042013,9509.5,129.0728745,
952,9519.51,133.0447266,9519.51,126.870298,9519.51,128.6477733,
953,9529.52,132.4628906,9529.52,126.7308256,9529.52,129.3481781,
954,9539.53,132.2054688,9539.53,126.4758183,9539.53,128.5020243,
955,9549.54,131.7386719,9549.54,126.3426966,9549.54,129.4210526,
956,9559.55,132.1595703,9559.55,126.2222765,9559.55,127.9635628,
957,9569.56,131.7955078,9569.56,126.1392281,9569.56,128.1740891,
958,9579.57,131.5253906,9579.57,125.9987787,9579.57,128.5020243,
959,9589.58,131.6009766,9589.58,125.9574988,9589.58,127.6842105,
960,9599.59,131.2765625,9599.59,126.0850024,9599.59,128.5991903,
961,9609.6,131.1925781,9609.6,125.8656571,9609.6,127.8825911,
962,9619.61,131.4667969,9619.61,125.9281876,9619.61,127.8704453,
963,9629.62,131.1986328,9629.62,125.7515877,9629.62,128.1174089,
964,9639.63,131.0384766,9639.63,125.9457743,9639.63,127.6234818,
965,9649.64,131.1439453,9649.64,125.7342452,9649.64,127.5708502,
966,9659.65,130.9419922,9659.65,126.1424035,9659.65,128.3238866,
967,9669.66,130.8179688,9669.66,126.6927211,9669.66,127.6558704,
968,9679.67,130.8724609,9679.67,126.2655105,9679.67,127.6153846,
969,9689.68,130.8880859,9689.68,126.3527113,9689.68,127.2469636,
970,9699.69,130.88125,9699.69,126.0705911,9699.69,126.8744939,
971,9709.7,130.9667969,9709.7,126.4338056,9709.7,127.7327935,
972,9719.71,131.1501953,9719.71,126.8558867,9719.71,127.0809717,
973,9729.72,130.6669922,9729.72,126.5312653,9729.72,127.0566802,
974,9739.73,130.8208984,9739.73,126.568637,9739.73,127.8623482,
975,9749.74,130.8683594,9749.74,126.6094284,9749.74,128.1983806,
976,9759.75,131.4597656,9759.75,126.5923302,9759.75,128.097166,
977,9769.76,131.4978516,9769.76,126.9753298,9769.76,127.7004049,
978,9779.77,131.5412109,9779.77,127.3380557,9779.77,128.5060729,
979,9789.78,131.4759766,9789.78,127.2484123,9789.78,127.0121457,
980,9799.79,131.4992188,9799.79,126.9074255,9799.79,128.3805668,
981,9809.8,131.2722656,9809.8,126.7699072,9809.8,127.9878543,
982,9819.81,131.2292969,9819.81,126.5356619,9819.81,126.9068826,
983,9829.82,131.0193359,9829.82,126.5720567,9829.82,127.6396761,
984,9839.83,130.9306641,9839.83,126.7681974,9839.83,127.9554656,
985,9849.84,131.0417969,9849.84,126.7300928,9849.84,127.9190283,
986,9859.85,131.0412109,9859.85,126.2791891,9859.85,127.7287449,
987,9869.86,131.1857422,9869.86,126.3588178,9869.86,127.6882591,
988,9879.87,131.1708984,9879.87,126.4763068,9879.87,127.6923077,
989,9889.88,131.3931641,9889.88,126.4130435,9889.88,127.7611336,
990,9899.89,130.9009766,9899.89,126.4697118,9899.89,127.3603239,
991,9909.9,130.6169922,9909.9,125.9027846,9909.9,127.611336,
992,9919.91,131.0404297,9919.91,126.2002931,9919.91,127.8866397,
993,9929.92,131.0216797,9929.92,126.3451392,9929.92,126.5222672,
994,9939.93,130.9833984,9939.93,126.0593552,9939.93,127.1417004,
995,9949.94,131.3398438,9949.94,126.3277968,9949.94,128.3157895,
996,9959.95,131.2623047,9959.95,126.4215926,9959.95,127.3076923,
997,9969.96,131.3382813,9969.96,126.1314118,9969.96,126.8461538,
998,9979.97,131.1103516,9979.97,126.0559355,9979.97,126.5668016,
999,9989.98,131.0783203,9989.98,125.9931607,9989.98,127.3805668,
1000,9999.99,131.0804688,9999.99,126.3749389,9999.99,128.1214575,
1001,10010,131.2216797,10010,126.0527601,10010,127.1295547,
1002,10020.01,130.9466797,10020.01,126.1524182,10020.01,127.2793522,
1003,10030.02,130.9341797,10030.02,126.1243283,10030.02,127.4736842,
1004,10040.03,130.8183594,10040.03,126.3456277,10040.03,127.1295547,
1005,10050.04,130.8703125,10050.04,126.2383977,10050.04,127.0809717,
1006,10060.05,130.7455078,10060.05,126.4723986,10060.05,127.9352227,
1007,10070.06,130.7382813,10070.06,126.4978017,10070.06,127.5587045,
1008,10080.07,130.7005859,10080.07,126.6744016,10080.07,126.8582996,
1009,10090.08,130.8472656,10090.08,126.7017587,10090.08,127.4493927,
1010,10100.09,130.6556641,10100.09,126.9076698,10100.09,128.1012146,
1011,10110.1,130.9005859,10110.1,126.8170493,10110.1,127.3076923,
1012,10120.11,130.8527344,10120.11,126.9110894,10120.11,127.8137652,
1013,10130.12,130.6759766,10130.12,126.7457255,10130.12,126.8178138,
1014,10140.13,130.8335938,10140.13,126.6450904,10140.13,125.5101215,
1015,10150.14,130.7291016,10150.14,126.894724,10150.14,127.8906883,
1016,10160.15,130.753125,10160.15,126.5473864,10160.15,128,
1017,10170.16,130.9998047,10170.16,126.3348803,10170.16,126.8502024,
1018,10180.17,131.1867188,10180.17,126.3109428,10180.17,126.7530364,
1019,10190.18,131.5058594,10190.18,126.5078163,10190.18,126.1902834,
1020,10200.19,131.5847656,10200.19,126.431363,10200.19,126.902834,
1021,10210.2,131.7029297,10210.2,126.2237421,10210.2,126.9554656,
1022,10220.21,131.6837891,10220.21,126.383488,10220.21,126.9149798,
1023,10230.22,131.4119141,10230.22,126.2498779,10230.22,127.6639676,
1024,10240.23,131.63125,10240.23,126.3312164,10240.23,128.0445344,
1025,10250.24,131.95,10250.24,126.6375183,10250.24,126.8906883,
1026,10260.25,132.1302734,10260.25,126.5371275,10260.25,127.9959514,
1027,10270.26,132.3269531,10270.26,127.1365413,10270.26,127.2105263,
1028,10280.27,132.1058594,10280.27,127.4035173,10280.27,127.2186235,
1029,10290.28,132.5324219,10290.28,127.2559844,10290.28,127.8137652,
1030,10300.29,132.253125,10300.29,127.0703468,10300.29,126.5951417,
1031,10310.3,132.1992188,10310.3,127.3363459,10310.3,127.9554656,
1032,10320.31,131.9820313,10320.31,127.1064973,10320.31,127.0647773,
1033,10330.32,132.0916016,10330.32,127.376893,10330.32,127.2510121,
1034,10340.33,131.9205078,10340.33,127.7032242,10340.33,127.9919028,
1035,10350.34,132.2474609,10350.34,127.6253053,10350.34,127.4412955,
1036,10360.35,131.7898438,10360.35,127.5297997,10360.35,127.9878543,
1037,10370.36,131.9835938,10370.36,127.5283341,10370.36,128.4777328,
1038,10380.37,131.8835938,10380.37,127.6807523,10380.37,127.3846154,
1039,10390.38,132.1011719,10390.38,127.6734245,10390.38,127.7206478,
1040,10400.39,132.1386719,10400.39,127.6050318,10400.39,127.4939271,
1041,10410.4,132.6943359,10410.4,127.832682,10410.4,128.5506073,
1042,10420.41,132.6369141,10420.41,127.640938,10420.41,127.9352227,
1043,10430.42,133.0878906,10430.42,127.9843674,10430.42,128.3967611,
1044,10440.43,133.721875,10440.43,128.2738153,10440.43,129.1578947,
1045,10450.44,134.3605469,10450.44,128.7730826,10450.44,128.708502,
1046,10460.45,136.1974609,10460.45,130.8754275,10460.45,130.8947368,
